Date,Raw tweet
2023-01-23 23:17:31+00:00,"Senator @KashimSM spitting the Hard facts
#TinubuIsComing 
#BuhariScorecardSeries 
#tinubushettima
#BATKSM2023 
#ksm
#kashimshettima
#kashim 
#LagosProjectsFestival 
#lagos
#Nigeria 
#NigeriaDecides2023
#goldenboy
ⓀⓀⓀⓀⓀ https://t.co/j3zJJXxAPx"
2023-01-23 22:39:22+00:00,"@DeeOneAyekooto My vice president of Federal Republic of Nigeria @KashimSM is very brilliant &amp; intelligent with his words, his not reading from go and verify man. TinubuShettima May 29, 23. Inshallah"
2023-01-23 22:02:37+00:00,"Senator @KashimSM spitting the Hard facts
#TinubuIsComing 
#BuhariScorecardSeries 
#tinubushettima
#BATKSM2023 
#ksm
#kashimshettima
#kashim 
#LagosProjectsFestival 
#lagos
#Nigeria 
#NigeriaDecides2023
#goldenboy
ⓀⓀⓀⓀⓀ https://t.co/9doXKVJuRd"
2023-01-23 20:16:32+00:00,"Election: Lawmaker Solicits Votes for Tinubu|Shettima, Sanwo-Olu, Others
https://t.co/TuxDELURyF"
2023-01-23 14:21:52+00:00,"President Muhammadu Buhari,  today, led the All Progressives Congress (APC) in Bauchi State to campaign for the party’s presidential candidate, Bola Tinubu, and his running mate, Kashim Shettima.

Click the link to read more:
https://t.co/fYpJcX6vNK

#KukurukuNews #NewsUpdate https://t.co/spfUdgrHdC"
2023-01-23 12:13:56+00:00,BATS TEAM WOMEN IN BAUCHI | #APC #APCPRESIDENTIALRALLY #BAUCHIRALLY #TINUBUSHETTIMA https://t.co/SO0LpTi0rR
2023-01-23 12:02:31+00:00,"@SavvyRinu @jidesanwoolu Na your papa order the shooting and your mama support am...
If you don't know anything, you keep quite and remain silent than saying rubbish .... #idrisconnectingnigeria 
#tinubushettima 
#sanwohamzat2023"
2023-01-23 11:48:10+00:00,Live from Bauchi | #TinubuShettima https://t.co/M2oOZuBoxA
2023-01-23 11:04:08+00:00,The arrival of President @MBuhari and Asiwaju Bola Ahmed Tinubu at the Bauchi rally venue right now. #APC #APCPresidentialRally #TinubuShettima https://t.co/3iR1lFmSp1
2023-01-23 07:30:02+00:00,@osazenoo Are these the men ure supporting? You must be mad! I like the way you are gladly laying those curses on yourself. Bad product  and bad news hawker! Na you and your family go buy am! Nigeria will neva experience TinubuShettima and Atiku presidency by His grace! https://t.co/RNd5I025TK
2023-01-22 20:04:06+00:00,"@IdrisConnecting Leader🙌❤️#idrisconnectingnigeria 
#tinubushettima 
#sanwohamzat"
2023-01-22 19:31:22+00:00,"@IdrisConnecting God bless my ever vibrant humble leader.
@IdrisConnecting
#idrisconnectingnigeria 
#tinubushettima 
#sanwohamzat"
2023-01-22 19:21:03+00:00,"@IdrisConnecting God bless you all...
Capacity Leader #idrisconnectingnigeria 
#tinubushettima 
#sanwohamzat"
